category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical
MONDO:0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome		peripheral neuropathy-myopathy-hoarseness-deafness syndrome; PNMHH	mondo:rare; mondo:ordo_disorder; mondo:otar; mondo:orphanet_rare; mondo:nord_rare; mondo:gard_rare	GARD:17639; MEDGEN:482186; OMIM:614369; UMLS:C3280556; Orphanet:397744	neurodegenerative_disease | autoimmune_diseases | metabolic_disorder | inflammatory_disease	neurology | otolaryngology | genetics_and_genomics	muscle_disorder | hearing_loss | throat_disorder
MONDO:0029131	peripheral neuropathy, autosomal recessive, with or without impaired intellectual development		peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	mondo:clingen; mondo:otar	MEDGEN:1648480; UMLS:C4748283; OMIM:618124	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	neurology | genetics_and_genomics	muscle disorder | peripheral neuropathy
MONDO:0009851	peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and spongy degeneration of brain		peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and spongy degeneration of brain		MESH:C564894; OMIM:260970; UMLS:C1850022; MEDGEN:342395	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | genetics_and_genomics	brain_disorder|spinal_disorder
MONDO:0009648	peripheral motor neuropathy-dysautonomia syndrome	Peripheral motor neuropathy-dysautonomia syndrome is characterized by distal, slowly progressive muscular weakness, childhood-onset amyotrophy, autonomic dysfunction characterized by profuse sweating, distal cyanosis related to cold weather, orthostatic hypotension, and esophageal achalasia. It has been described in two sisters. Inheritance appears to be autosomal recessive.	Lisker-Garcia-Ramos syndrome	mondo:orphanet_rare; mondo:ordo_disorder; mondo:nord_rare; mondo:gard_rare; mondo:rare	UMLS:C1854961; OMIM:252320; GARD:3791; MEDGEN:381527; Orphanet:2400; icd11.foundation:1468523039; MESH:C536988	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | cardiology | rheumatology | pulmonology	muscle_disorder | nerve_disorder
MONDO:0859255	peripheral motor neuropathy, childhood-onset, biotin-responsive			mondo:rare; mondo:gard_rare	OMIM:619903; UMLS:C5676997; MEDGEN:1809728	metabolic_disorder|neurodegenerative_disease	neurology | genetics_and_genomics | pediatric	muscle disorder | peripheral motor neuropathy
MONDO:0041114	peripheral ischemia	Deficient blood distribution to the limbs caused by narrowing or obstruction of the lumen of the peripheral arteries.	peripheral ischemia		UMLS:C0235490; SCTID:233958001; MEDGEN:115991	cardiovascular_disorder | inflammatory_disease	cardiology | cardiovascular	vascular_disorder | heart_disorder
MONDO:0001393	peripheral focal chorioretinitis			mondo:gard_rare; mondo:rare	ICD9:363.04; UMLS:C0339394; MEDGEN:573121; SCTID:56787009; DOID:11864	autoimmune_diseases|inflammatory_disease	| ophthalmology | other	eye_disorder|immune_disorder
MONDO:0004060	peripheral epithelioid sarcoma	An epithelioid sarcoma involving the extremities. It usually presents as nodular masses in the dermis and subcutaneous tissues or in the tendons and fascia. It frequently recurs and metastasizes to other anatomic sites. The most common sites of metastasis are the lungs, lymph nodes, bones, and brain.	distal-type epithelioid sarcoma; conventional epithelioid sarcoma	mondo:gard_rare; mondo:rare	UMLS:C1333306; MEDGEN:232131; NCIT:C27473; DOID:6988	cancer | other	"oncology | dermatology | pediatric | pathology (remove ""pathology"" as it is not in the category list) 

oncology | dermatology | pediatric"	skin_disorder | muscle_disorder
MONDO:0008227	peripheral dysostosis		peripheral dysostosis	mondo:otar; mondo:rare; mondo:ordo_malformation_syndrome; mondo:nord_rare; mondo:gard_rare	UMLS:C4721502; Orphanet:1795; OMIM:170700; MEDGEN:1648357; GARD:2015	metabolic_disorder | genetic disorder is not in the list so ->  inflammatory_disease	genetics_and_genomics | orthopaedic | rheumatology	bone_disorder | joint_disorder | bone_disorder
MONDO:0001983	peripheral degeneration of cornea		peripheral degenerations of cornea		DOID:14507; ICD9:371.48; SCTID:89182000; UMLS:C0155123; MEDGEN:509800	neurodegenerative_disease | inflammatory_disease | metabolic_disorder	ophthalmology|neurology	eye_disorder | eye_disorder
MONDO:0012174	peripheral cone dystrophy		peripheral cone dystrophy		UMLS:C1836946; MEDGEN:323031; OMIM:609021; MESH:C563813	neurodegenerative_disease | metabolic_disorder | inflammatory_disease	neurology | ophthalmology	eye_disorder | upper_gastrointestinal_disorder
MONDO:0011726	peripheral arterial occlusive disease 1		peripheral arterial occlusive disease 1; peripheral arterial occlusive disease type 1		UMLS:C1847493; OMIM:606787; MESH:C564658; MEDGEN:376140	cardiovascular disorder | metabolic disorder	cardiology | vascular surgery	vascular_disorder
MONDO:0004964	peripheral T-cell lymphoma, not otherwise specified	Aggressive nodal or extranodal mature (peripheral) T-cell lymphomas that do not belong to the better defined entities of the remainder of mature T-cell lymphomas. This category includes the following variants: lymphoepithelioid cell variant (Lennert's lymphoma), follicular variant, and T-zone variant.	peripheral T-cell lymphoma, not otherwise specified	mondo:obsoletion_candidate; mondo:gard_rare; mondo:rare; mondo:otar	ONCOTREE:PTCL; NANDO:2200028; icd11.foundation:855224800; NCIT:C4340; EFO:0000211	cancer|lymphoma	oncology | hematology	lymphatic_disorder | immune_disorder | blood_bone_marrow_disorder
MONDO:0018920	peripartum cardiomyopathy	Peripartum cardiomyopathy (PPCM) is an idiopathic, potentially fatal form of dilated cardiomyopathy that develops during the final month of pregnancy or within five months after delivery.	postpartum cardiomyopathy; antepartum peripartum cardiomyopathy; postpartum peripartum cardiomyopathy; peripartum cardiomyopathy	mondo:gard_rare; mondo:ordo_disorder; mondo:nord_rare; mondo:rare; mondo:otar; mondo:icd10_billable; mondo:orphanet_rare	MedDRA:10049430; ICD9:674.54; NCIT:C171602; ICD9:674.5; DOID:9997; EFO:0002628; UMLS:C0877208; icd11.foundation:1218807936; ICD10CM:O90.3; GARD:220; Orphanet:563; MEDGEN:163756; SCTID:62377009	cardiovascular_disorder | autoimmune_diseases | inflammatory_disease	cardiology | obstetrics_and_gynecology	heart_disorder | vascular_disorder
MONDO:0012711	peripapillary atrophy, beta type		peripapillary atrophy, beta type		MESH:C566898; OMIM:611650; MEDGEN:409689; UMLS:C1968838	neurodegenerative_disease | metabolic_disorder | inflammatory_disease	neurology | ophthalmology	eye_disorder|muscle_disorder
MONDO:0003895	periosteal osteogenic sarcoma	An intermediate grade malignant bone-forming mesenchymal neoplasm with chondroblastic differentiation. It arises from the surface of the bone and affects the diaphysis or diaphyseal- metaphyseal portion of the long bones. A painless mass or swelling is the most common clinical sign. It is associated with a better prognosis than conventional osteosarcoma.	periosteal osteosarcoma (morphologic abnormality); periosteal osteogenic sarcoma; periosteal osteosarcoma; juxtacortical chondroblastic osteosarcoma	mondo:rare; mondo:gard_rare	DOID:6489; ONCOTREE:PEOS; UMLS:C1377843; NCIT:C8970; MEDGEN:234607; ICDO:9193/3	cancer | cancer	oncology|orthopaedic	bone_disorder|spinal_disorder
MONDO:0003680	periosteal chondrosarcoma	A chondrosarcoma arising from the surface of bone. It is characterized by a lobulated growth pattern, high mitotic activity, myxoid stroma formation, and necrotic changes. It occurs in adults. Clinical presentation includes pain, and sometimes swelling.	juxtacortical chondrosarcoma; juxtacortical chondrosarcoma (morphologic abnormality); periosteal chondrosarcoma; periosteum chondrosarcoma (disease); chondrosarcoma (disease) of periosteum	mondo:otar; mondo:gard_rare; mondo:rare	ICDO:9221/3; UMLS:C0334549; DOID:5859; NCIT:C7357; MEDGEN:90806; DOID:5866	cancer | skeletal_system_disorder	oncology | orthopaedic	bone_disorder | joint_disorder | bone_disorder
MONDO:0002359	periosteal chondroma	A benign neoplasm of bone surface composed of hyaline cartilage. It arises beneath the periosteum and is characterized by the presence of chondrocytes, a lobulated growth pattern, and calcification.	juxtacortical chondroma (morphologic abnormality); juxtacortical chondroma; periosteal chondroma	mondo:gard_rare; mondo:rare; mondo:otar	MEDGEN:87260; NCIT:C4302; DOID:2601; ICDO:9221/0; UMLS:C0334548	tumor | cancer | inflammatory_disease | other	orthopaedic | rheumatology	bone_disorder|joint_disorder|spinal_disorder|teeth_disorder
MONDO:0015345	perioral myoclonia with absences	Perioral myoclonia with absences is a rare epilepsy syndrome characterized by absence seizures with perioral myoclonia as the main seizure type, accompanied by generalized tonic-clonic seizures, appearing before or together with absences. Consciousness is usually impaired, although to variable degree. Commonly observed absence status epilepticus, poor response to antiepileptic drugs and persistence of seizures into adulthood, in the presence of normal neurological status and intelligence, are additional clinical features of this syndrome.	POMA	mondo:gard_rare; mondo:ordo_disorder; mondo:nord_rare; mondo:rare; mondo:orphanet_rare	icd11.foundation:1067045592; UMLS:C4707846; GARD:19915; SCTID:766815007; Orphanet:139426; MEDGEN:1637328	neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	neurology | pediatric | genetics_and_genomics	brain_disorder|muscle_disorder
MONDO:0009850	periodontitis, chronic, adult				OMIM:260950; UMLS:C0266929; SCTID:74797001; MEDGEN:120593	inflammatory_disease | autoimmune_diseases | metabolic_disorder	"| oral pathology | rheumatology | general medicine 

Note: Oral pathology was inferred from the dental nature of the disease periodontitis."	bone_disorder | teeth_disorder
MONDO:0012051	periodontitis, aggressive, 2		periodontitis, aggressive, type 2; periodontitis, aggressive, 2		OMIM:608526; UMLS:C1969478; MESH:C566946; MEDGEN:370671	autoimmune_diseases | inflammatory_disease	| hematology | rheumatology	teeth_disorder | bone_disorder
MONDO:0008226	periodontitis, aggressive 1	A localized aggressive periodontitis, formerly called localized juvenile periodontitis. It is a destructive form of periodontitis characterized by ALVEOLAR BONE LOSS of the MOLARS and INCISORS. Inflammation and loss of PERIODONTIUM that is characterized by rapid attachment loss and bone destruction in the presence of little local factors such as DENTAL PLAQUE and DENTAL CALCULUS. This highly destructive form of periodontitis often occurs in young people and was called early-onset periodontitis, but this disease also appears in old people.	periodontitis 1, juvenile; periodontitis, aggressive, type 1; juvenile periodontitis	mondo:otar; mondo:rare; mondo:gard_rare	UMLS:C4551681; DOID:1474; MEDGEN:1644602; MESH:D010520; ICD9:523.5; OMIM:170650; EFO:0006342	autoimmune_diseases | inflammatory_disease	|pediatric |gastroenterology |hematology |hepatology |immunology |rheumatology	teeth_disorder | bone_disorder
MONDO:0005076	periodontitis	An acute or chronic inflammatory process that affects the tissues that surround and support the teeth.	periodontium inflammation; inflammation of periodontium; chronic pericementitis	mondo:icd10_billable; mondo:otar	MESH:D010520; ICD9:523.5; UMLS:C0031099; EFO:0000649; ICD10CM:K05.4; DOID:9893; DOID:824; MEDGEN:45815; SCTID:41565005; MESH:D010518; NCIT:C34918	| inflammatory_disease | autoimmune_diseases | metabolic_disorder | other	oral_disease | periodontal_disease | dental_disease	teeth_disorder|bone_disorder
MONDO:0018343	periodic paralysis with later-onset distal motor neuropathy			mondo:nord_rare; mondo:otar; mondo:ordo_disorder; mondo:rare; mondo:gard_rare; mondo:orphanet_rare	MEDGEN:1670241; GARD:21634; UMLS:C4751573; Orphanet:397750	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases	neurology | genetics_and_genomics	muscle disorder | spinal disorder | other
MONDO:0005905	periodic limb movement disorder	Excessive periodic leg movements during sleep that cause micro-arousals and interfere with the maintenance of sleep. This condition induces a state of relative sleep deprivation which manifests as excessive daytime hypersomnolence. The movements are characterized by repetitive contractions of the tibialis anterior muscle, extension of the toe, and intermittent flexion of the hip, knee and ankle. (Adams et al., Principles of Neurology, 6th ed, p387)	nocturnal myoclonus	mondo:otar; mondo:icd10_billable	DOID:9207; ICD9:327.51; MEDGEN:199731; icd11.foundation:1846518306; SCTID:418763003; EFO:0007428; ICD10CM:G47.61; UMLS:C0751774	neurodegenerative_disease | metabolic_disorder	neurology | psychiatry | other	muscle_disorder|brain_disorder
MONDO:0014472	periodic fever-infantile enterocolitis-autoinflammatory syndrome		NLRC4-related infantile enterocolitis-autoinflammatory syndrome; NLRC4-related autoinflammatory syndrome with macrophage activation syndrome; NLRC4-related MAS; Autoinflammation with Infantile Enterocolitis; NLRC4-related macrophage activation syndrome; NLRC4-related autoinflammatory syndrome with MAS; autoinflammation with infantile enterocolitis	mondo:gard_rare; mondo:nord_rare; mondo:otar; mondo:orphanet_rare; mondo:ordo_disorder; mondo:rare	Orphanet:436166; OMIM:616050; NANDO:2200459; UMLS:C4015067; GARD:17725; NORD:1939; NANDO:1200994; MEDGEN:863504	inflammatory_disease | autoimmune_diseases | metabolic_disorder	pediatric | rheumatology	immune_disorder|lower_gastrointestinal_disorder|upper_gastrointestinal_disorder|joint_disorder
MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome		lazy leukocyte syndrome	mondo:orphanet_rare; mondo:rare; mondo:gard_rare; mondo:otar; mondo:ordo_disorder	ICD9:288.09; OMIM:150550; MEDGEN:78795; Orphanet:652522; UMLS:C0272174; SCTID:71436005; MESH:C562721	metabolic_disorder | autoimmune_diseases | inflammatory_disease | anemia	hematology | immunology | pediatrics | rheumatology	immune_disorder | blood_bone_marrow_disorder
MONDO:0957403	periodic fever syndrome of childhood			mondo:ordo_group_of_disorders; mondo:rare; mondo:gard_rare	Orphanet:324939; UMLS:C5680952; MEDGEN:1842772; GARD:21458	metabolic_disorder | inflammatory_disease | autoimmune_diseases	pediatric | hematology | rheumatology	immune_disorder | liver_disorder | blood_bone_marrow_disorder
MONDO:0004439	periocular meningioma	A meningioma that affects the periocular region.		mondo:rare; mondo:gard_rare	DOID:8030; UMLS:C1335383; NCIT:C6777; MEDGEN:233849	cancer | neurodegenerative_disease	neurology | oncology | ophthalmology	brain_disorder | eye_disorder | spinal_disorder
MONDO:0019000	perineural cyst	Perineural (or Tarlov) cysts are cerebrospinal fluid-filled nerve root cysts most commonly found at the sacral level of the spine, although they can be found in any section of the spine, which can cause progressively painful radiculopathy.	Tarlov cyst	mondo:rare; mondo:gard_rare	MEDGEN:105457; icd11.foundation:881909739; UMLS:C0520720; SCTID:81634008; Orphanet:65250; GARD:9258; MESH:D052958	neurodegenerative_disease | cancer | inflammatory_disease | autoimmune_diseases	neurology|otolaryngology	ear_disorder|skin_disorder
MONDO:0004533	perineural angioma	A hemangioma arising from perineural tissues.	perineural hemangioma		DOID:8331; NCIT:C6526; MEDGEN:235470; UMLS:C1335382	neurological disorder|cancer	neurology | dermatology | oncology	skin_disorder | vascular_disorder
MONDO:0006900	perinephritis	Inflammation of the connective and adipose tissues surrounding the kidney.	perirenal fat inflammation; inflammation of perirenal fat	mondo:otar	MedDRA:10072058; MEDGEN:10656; MESH:D010501; UMLS:C0031065; DOID:2982; SCTID:111404004; EFO:1001099	adrenal_gland_disease | inflammatory_disease | autoimmune_diseases	| renal medicine | urology | other	kidney_disorder | urinary_tract_disorder
